file path,transcription,roman,vad flag,language flag,duration
/your/path/to/generated/cs/samples/by/unicom/1647_Northern-Sotho_Shona_(Shona).wav,dipono anenge achitaurwa kazhinji anenge asina kuzara asina zvakawanda uye asiri muhudzame kana tichienzanisa nekumwewo kunenge kuine mashoko anonyatsodonongodza zvese,dipono anenge achitaurwa kazhinji anenge asina kuzara asina zvakawanda uye asiri muhudzame kana tichienzanisa nekumwewo kunenge kuine mashoko anonyatsodonongodza zvese,"{'No Speech': [{'start': 0, 'end': 32}, {'start': 53216, 'end': 63008}, {'start': 100832, 'end': 102432}, {'start': 154592, 'end': 167968}, {'start': 181216, 'end': 182816}, {'start': 202208, 'end': 253934}]}","{'Northern-Sotho': [{'start': 0, 'end': 7047}], 'Shona': [{'start': 0, 'end': 0}, {'start': 7047, 'end': 253934}]}",15.87
/your/path/to/generated/cs/samples/by/unicom/1648_Northern-Sotho_Shona_(Shona).wav,dithokgwa go se akakura munyika yekenani nekudaro huni dzaidhura chaizvo,dithokgwa go se akakura munyika yekenani nekudaro huni dzaidhura chaizvo,"{'No Speech': [{'start': 41952, 'end': 45600}, {'start': 82912, 'end': 128546}]}","{'Northern-Sotho': [{'start': 0, 'end': 9297}, {'start': 9618, 'end': 13786}], 'Shona': [{'start': 0, 'end': 0}, {'start': 9297, 'end': 9618}, {'start': 13786, 'end': 128546}]}",8.03
/your/path/to/generated/cs/samples/by/unicom/1649_Northern-Sotho_Shona_(Northern-Sotho).wav,go la japane mabiko ya go khukuša ga mathomo ga dicherry e be e tswarwa ke mmuši a bakeng sa gagwe le maloko a mangwe a bogoši ka lepatlelong la bogoši,go la japane mabiko ya go khukusa ga mathomo ga dicherry e be e tswarwa ke mmusi a bakeng sa gagwe le maloko a mangwe a bogosi ka lepatlelong la bogosi,"{'No Speech': [{'start': 0, 'end': 27168}, {'start': 89568, 'end': 102944}, {'start': 163808, 'end': 166432}, {'start': 207840, 'end': 219680}, {'start': 250848, 'end': 261922}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 42293, 'end': 49663}], 'Shona': [{'start': 0, 'end': 42293}, {'start': 49663, 'end': 261922}]}",16.37
/your/path/to/generated/cs/samples/by/unicom/1650_Northern-Sotho_Shona_(Northern-Sotho).wav,dikwena tša munyu haawanzogara ka lewatleng kudu bodulo bja tšona gantši ke ka melomong ya noka leboa go tšwa rockhampton,dikwena tsa munyu haawanzogara ka lewatleng kudu bodulo bja tsona gantsi ke ka melomong ya noka leboa go tswa rockhampton,"{'No Speech': [{'start': 0, 'end': 15904}, {'start': 69088, 'end': 91680}, {'start': 160224, 'end': 163872}, {'start': 182752, 'end': 201735}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 31072, 'end': 36518}, {'start': 36518, 'end': 51253}], 'Shona': [{'start': 0, 'end': 31072}, {'start': 36518, 'end': 36518}, {'start': 51253, 'end': 201735}]}",12.61
/your/path/to/generated/cs/samples/by/unicom/1651_Northern-Sotho_Shona_(Shona).wav,kgetho imwe iri kunyanya kuitwa zvikuru kune avo vari kuronga kuti vangashandisa sei nguva yekumbozorora ndeye kushanya uye go ithuta,kgetho imwe iri kunyanya kuitwa zvikuru kune avo vari kuronga kuti vangashandisa sei nguva yekumbozorora ndeye kushanya uye go ithuta,"{'No Speech': [{'start': 0, 'end': 32}, {'start': 17888, 'end': 20000}, {'start': 70624, 'end': 73760}, {'start': 104928, 'end': 113184}, {'start': 165856, 'end': 213253}]}","{'Northern-Sotho': [{'start': 0, 'end': 8011}, {'start': 150279, 'end': 164378}], 'Shona': [{'start': 0, 'end': 0}, {'start': 8011, 'end': 150279}, {'start': 164378, 'end': 213253}]}",13.33
/your/path/to/generated/cs/samples/by/unicom/1652_Northern-Sotho_Shona_(Shona).wav,sedumedi chikuru mumoldova chikritsu chinotevedzera molao,sedumedi chikuru mumoldova chikritsu chinotevedzera molao,"{'No Speech': [{'start': 0, 'end': 32}, {'start': 27104, 'end': 32288}, {'start': 56288, 'end': 70176}, {'start': 95712, 'end': 138763}]}","{'Northern-Sotho': [{'start': 0, 'end': 15391}, {'start': 85932, 'end': 95551}], 'Shona': [{'start': 0, 'end': 0}, {'start': 15391, 'end': 85932}, {'start': 95551, 'end': 138763}]}",8.67
/your/path/to/generated/cs/samples/by/unicom/1654_Northern-Sotho_Shona_(Northern-Sotho).wav,ga ke tsebe ge e ba o a e uchizviziva goba aowa naa fela di dirišwa tše dintši tša go tšwa central america di tla ka mo nageng ye ntle le tefelo,ga ke tsebe ge e ba o a e uchizviziva goba aowa naa fela di diriswa tse dintsi tsa go tswa central america di tla ka mo nageng ye ntle le tefelo,"{'No Speech': [{'start': 0, 'end': 21024}, {'start': 69600, 'end': 71712}, {'start': 84448, 'end': 95776}, {'start': 127456, 'end': 131104}, {'start': 172512, 'end': 186400}, {'start': 218592, 'end': 251519}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 47760, 'end': 61864}, {'start': 137511, 'end': 151936}], 'Shona': [{'start': 0, 'end': 47760}, {'start': 61864, 'end': 137511}, {'start': 151936, 'end': 251519}]}",15.72
/your/path/to/generated/cs/samples/by/unicom/1659_Northern-Sotho_Shona_(Northern-Sotho).wav,borasaentsheba re go kuputika go go kwakakonzerwa ke thulano gobile go gogolo kudu,borasaentsheba re go kuputika go go kwakakonzerwa ke thulano gobile go gogolo kudu,"{'No Speech': [{'start': 0, 'end': 40992}, {'start': 80864, 'end': 84512}, {'start': 96736, 'end': 103456}, {'start': 124384, 'end': 135200}, {'start': 167904, 'end': 173600}, {'start': 186848, 'end': 190496}, {'start': 199136, 'end': 246875}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 81441, 'end': 90739}, {'start': 109977, 'end': 122161}], 'Shona': [{'start': 0, 'end': 81441}, {'start': 90739, 'end': 109977}, {'start': 122161, 'end': 246875}]}",15.43
/your/path/to/generated/cs/samples/by/unicom/1510_Northern-Sotho_Zulu_(Zulu).wav,inhlangano yezizwe ezihlangene ifuna go feleletša isikhwama sokusiza dinaga athintwe ukufudumala kwembulunga yonke go phela namathonya,inhlangano yezizwe ezihlangene ifuna go feleletsa isikhwama sokusiza dinaga athintwe ukufudumala kwembulunga yonke go phela namathonya,"{'No Speech': [{'start': 0, 'end': 22048}, {'start': 59872, 'end': 61984}, {'start': 133600, 'end': 140320}, {'start': 162272, 'end': 190218}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 53849, 'end': 71479}, {'start': 88788, 'end': 94237}, {'start': 140394, 'end': 146805}], 'Zulu': [{'start': 0, 'end': 53849}, {'start': 71479, 'end': 88788}, {'start': 94237, 'end': 140394}, {'start': 146805, 'end': 190218}]}",11.89
/your/path/to/generated/cs/samples/by/unicom/1511_Northern-Sotho_Zulu_(Northern-Sotho).wav,e se kgale bašomedi bamolao ba go hlama ka diaparo tša dikgaruru ba tsene ka lapeng gomme ba beela iziboshwa sekhutwaneng ka tear gas,e se kgale basomedi bamolao ba go hlama ka diaparo tsa dikgaruru ba tsene ka lapeng gomme ba beela iziboshwa sekhutwaneng ka tear gas,"{'No Speech': [{'start': 0, 'end': 5664}, {'start': 19424, 'end': 30752}, {'start': 55776, 'end': 57888}, {'start': 70624, 'end': 72224}, {'start': 104928, 'end': 112672}, {'start': 149984, 'end': 152096}, {'start': 164832, 'end': 173088}, {'start': 190432, 'end': 196640}, {'start': 213472, 'end': 233500}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 152551, 'end': 162486}], 'Zulu': [{'start': 0, 'end': 152551}, {'start': 162486, 'end': 233500}]}",14.59
/your/path/to/generated/cs/samples/by/unicom/1512_Northern-Sotho_Zulu_(Zulu).wav,le ndawo entsha inezinsizakusebenza ezihlukile nabancintisani abahlukene ngakhoke umphakathi omusha uzodinga dilo ezihlukile noma matlwaedi nezimo ukuze ube ngabancintisani abaqinile kunalokho ababekudinga ngaphambilini,le ndawo entsha inezinsizakusebenza ezihlukile nabancintisani abahlukene ngakhoke umphakathi omusha uzodinga dilo ezihlukile noma matlwaedi nezimo ukuze ube ngabancintisani abaqinile kunalokho ababekudinga ngaphambilini,"{'No Speech': [{'start': 0, 'end': 31264}, {'start': 87520, 'end': 94752}, {'start': 124896, 'end': 131616}, {'start': 189920, 'end': 192032}, {'start': 286176, 'end': 319321}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 166885, 'end': 172010}, {'start': 196354, 'end': 205963}], 'Zulu': [{'start': 0, 'end': 166885}, {'start': 172010, 'end': 196354}, {'start': 205963, 'end': 319321}]}",19.96
/your/path/to/generated/cs/samples/by/unicom/1513_Northern-Sotho_Zulu_(Northern-Sotho).wav,argentina e hamba e tsebega ka go kuba ne dihlopa tše hlwahlwa tša polo le abadlali lefaseng ka moka,argentina e hamba e tsebega ka go kuba ne dihlopa tse hlwahlwa tsa polo le abadlali lefaseng ka moka,"{'No Speech': [{'start': 0, 'end': 31264}, {'start': 95200, 'end': 98336}, {'start': 123872, 'end': 125984}, {'start': 165344, 'end': 206937}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 47452, 'end': 51941}, {'start': 71499, 'end': 78874}, {'start': 131136, 'end': 138510}], 'Zulu': [{'start': 0, 'end': 47452}, {'start': 51941, 'end': 71499}, {'start': 78874, 'end': 131136}, {'start': 138510, 'end': 206937}]}",12.93
/your/path/to/generated/cs/samples/by/unicom/1515_Northern-Sotho_Zulu_(Zulu).wav,cep yesihlanu mengwageng emine martelly,cep yesihlanu mengwageng emine martelly,"{'No Speech': [{'start': 0, 'end': 544}, {'start': 59872, 'end': 81549}]}","{'Northern-Sotho': [{'start': 0, 'end': 7065}, {'start': 24084, 'end': 35323}, {'start': 46562, 'end': 58443}], 'Zulu': [{'start': 0, 'end': 0}, {'start': 7065, 'end': 24084}, {'start': 35323, 'end': 46562}, {'start': 58443, 'end': 81549}]}",5.1
/your/path/to/generated/cs/samples/by/unicom/1516_Northern-Sotho_Zulu_(Northern-Sotho).wav,siza swara lefelo ka seriti isizotha le hlompho yeo tšeo di le swanetšego o se ke wa dira metlae ka maholocaust goba manazis,siza swara lefelo ka seriti isizotha le hlompho yeo tseo di le swanetsego o se ke wa dira metlae ka maholocaust goba manazis,"{'No Speech': [{'start': 0, 'end': 1056}, {'start': 46048, 'end': 74784}, {'start': 141280, 'end': 144416}, {'start': 149472, 'end': 153120}, {'start': 187872, 'end': 189984}, {'start': 223200, 'end': 225824}, {'start': 245216, 'end': 276039}]}","{'Northern-Sotho': [{'start': 0, 'end': 8973}, {'start': 59610, 'end': 84287}], 'Zulu': [{'start': 0, 'end': 0}, {'start': 8973, 'end': 59610}, {'start': 84287, 'end': 276039}]}",17.25
/your/path/to/generated/cs/samples/by/unicom/1517_Northern-Sotho_Zulu_(Zulu).wav,ucwaningo lwezamarobothi luhlanganisa ukwenza metšhene yenze ngokuzenzakalekayo imisebenzi edinga ukucabanga komuntu,ucwaningo lwezamarobothi luhlanganisa ukwenza metshene yenze ngokuzenzakalekayo imisebenzi edinga ukucabanga komuntu,"{'No Speech': [{'start': 0, 'end': 18976}, {'start': 39904, 'end': 44576}, {'start': 69600, 'end': 78368}, {'start': 140768, 'end': 150560}, {'start': 227296, 'end': 233504}, {'start': 265184, 'end': 281798}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 109242, 'end': 118853}], 'Zulu': [{'start': 0, 'end': 109242}, {'start': 118853, 'end': 281798}]}",17.61
/your/path/to/generated/cs/samples/by/unicom/1518_Northern-Sotho_Zulu_(Zulu).wav,lowo owayeylephodisa lasephilippines uthumbe izivakashi zasehong kong ngokuthumba pese lazo emanila inhlokodolobha yasephilippines,lowo owayeylephodisa lasephilippines uthumbe izivakashi zasehong kong ngokuthumba pese lazo emanila inhlokodolobha yasephilippines,"{'No Speech': [{'start': 0, 'end': 14368}, {'start': 96736, 'end': 106528}, {'start': 149472, 'end': 154656}, {'start': 203232, 'end': 217525}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 31405, 'end': 39417}, {'start': 121136, 'end': 126584}], 'Zulu': [{'start': 0, 'end': 31405}, {'start': 39417, 'end': 121136}, {'start': 126584, 'end': 217525}]}",13.6
/your/path/to/generated/cs/samples/by/unicom/1519_Northern-Sotho_Zulu_(Northern-Sotho).wav,makgeng a mantši go ingwadišetša esifundweni ya go kgaotša ngwaga wokuphumula go ka kaonafatša menyetla ya gago ya go ya emfundweni ye phagamego morago nageng ya geno,makgeng a mantsi go ingwadisetsa esifundweni ya go kgaotsa ngwaga wokuphumula go ka kaonafatsa menyetla ya gago ya go ya emfundweni ye phagamego morago nageng ya geno,"{'No Speech': [{'start': 0, 'end': 17952}, {'start': 36832, 'end': 49696}, {'start': 102880, 'end': 117792}, {'start': 123872, 'end': 127008}, {'start': 177632, 'end': 200736}, {'start': 219104, 'end': 220704}, {'start': 230368, 'end': 236064}, {'start': 265696, 'end': 284704}, {'start': 318944, 'end': 323104}, {'start': 338400, 'end': 367247}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 64083, 'end': 74977}, {'start': 127845, 'end': 141302}, {'start': 236466, 'end': 244796}], 'Zulu': [{'start': 0, 'end': 64083}, {'start': 74977, 'end': 127845}, {'start': 141302, 'end': 236466}, {'start': 244796, 'end': 367247}]}",22.95
/your/path/to/generated/cs/samples/by/unicom/1521_Northern-Sotho_Zulu_(Zulu).wav,isiphuphutheki esisemkhathini sithola rokhete bese rometšwe emuva ezansi cishe ngaleso sikhathi,isiphuphutheki esisemkhathini sithola rokhete bese rometswe emuva ezansi cishe ngaleso sikhathi,"{'No Speech': [{'start': 0, 'end': 32288}, {'start': 116704, 'end': 125984}, {'start': 153056, 'end': 181302}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 71485, 'end': 81743}, {'start': 90398, 'end': 97771}], 'Zulu': [{'start': 0, 'end': 71485}, {'start': 81743, 'end': 90398}, {'start': 97771, 'end': 181302}]}",11.33
/your/path/to/generated/cs/samples/by/unicom/1528_Northern-Sotho_Zulu_(Zulu).wav,eminye meletlo inezindawo zokukampa ezikhethekile zemindeni enezingane ezincane,eminye meletlo inezindawo zokukampa ezikhethekile zemindeni enezingane ezincane,"{'No Speech': [{'start': 0, 'end': 15904}, {'start': 61920, 'end': 64032}, {'start': 112096, 'end': 133747}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 23093, 'end': 30790}, {'start': 49072, 'end': 55166}], 'Zulu': [{'start': 0, 'end': 23093}, {'start': 30790, 'end': 49072}, {'start': 55166, 'end': 133747}]}",8.36
/your/path/to/generated/cs/samples/by/unicom/1529_Northern-Sotho_Zulu_(Northern-Sotho).wav,phambilini ya go feta ceo ya ring jamie siminoff o sathi gore khampane e thomile ge pele ya lebateng la gagwe e be e sa kwagale go tšwa lebenkele la gagwe ka egalajing ya gagwe,phambilini ya go feta ceo ya ring jamie siminoff o sathi gore khampane e thomile ge pele ya lebateng la gagwe e be e sa kwagale go tswa lebenkele la gagwe ka egalajing ya gagwe,"{'No Speech': [{'start': 0, 'end': 32}, {'start': 27104, 'end': 30752}, {'start': 52192, 'end': 60960}, {'start': 253408, 'end': 279940}]}","{'Northern-Sotho': [{'start': 0, 'end': 11853}, {'start': 92906, 'end': 100595}, {'start': 230665, 'end': 240276}], 'Zulu': [{'start': 0, 'end': 0}, {'start': 11853, 'end': 92906}, {'start': 100595, 'end': 230665}, {'start': 240276, 'end': 279940}]}",17.5
/your/path/to/generated/cs/samples/by/unicom/1530_Northern-Sotho_Zulu_(Zulu).wav,beyihlelelwa kgaolwa labobedi kodwa yasindiswa ngemva kwesinqumo senkantolo sezimo tšhoganetšo,beyihlelelwa kgaolwa labobedi kodwa yasindiswa ngemva kwesinqumo senkantolo sezimo tshoganetso,"{'No Speech': [{'start': 0, 'end': 23584}, {'start': 62944, 'end': 68128}, {'start': 99808, 'end': 107040}, {'start': 142816, 'end': 158639}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 40389, 'end': 48723}, {'start': 50966, 'end': 62186}, {'start': 141363, 'end': 141363}], 'Zulu': [{'start': 0, 'end': 40389}, {'start': 48723, 'end': 50966}, {'start': 62186, 'end': 141363}, {'start': 141363, 'end': 158639}]}",9.91
/your/path/to/generated/cs/samples/by/unicom/1531_Northern-Sotho_Zulu_(Northern-Sotho).wav,iziqhingi tša bohlabela bja afrika di gare ga lewatle la indian go fologa lebopo la bohlabela bja afrika,iziqhingi tsa bohlabela bja afrika di gare ga lewatle la indian go fologa lebopo la bohlabela bja afrika,"{'No Speech': [{'start': 0, 'end': 32}, {'start': 131552, 'end': 133152}, {'start': 144864, 'end': 151072}, {'start': 181216, 'end': 210466}]}","{'Northern-Sotho': [{'start': 0, 'end': 12508}], 'Zulu': [{'start': 0, 'end': 0}, {'start': 12508, 'end': 210466}]}",13.15
/your/path/to/generated/cs/samples/by/unicom/1533_Northern-Sotho_Zulu_(Zulu).wav,mekgwa amaningi avamile iqoqo lmekgwa leaps mohlala ayalingana noma ka lekana nalesi silinganiso sobubanzi ebudeni,mekgwa amaningi avamile iqoqo lmekgwa leaps mohlala ayalingana noma ka lekana nalesi silinganiso sobubanzi ebudeni,"{'No Speech': [{'start': 0, 'end': 32}, {'start': 25568, 'end': 35360}, {'start': 151008, 'end': 167927}]}","{'Northern-Sotho': [{'start': 0, 'end': 6089}, {'start': 71468, 'end': 82044}, {'start': 109286, 'end': 109286}], 'Zulu': [{'start': 0, 'end': 0}, {'start': 6089, 'end': 71468}, {'start': 82044, 'end': 109286}, {'start': 109286, 'end': 167927}]}",10.5
/your/path/to/generated/cs/samples/by/unicom/1534_Northern-Sotho_Zulu_(Northern-Sotho).wav,kuhlanganiswe le go se hwetšagale ga yona gantši itimbuktu e tla dirišwa bjalo ka seka sa amazwe tša go se hwetšagale tša go ba kgole,kuhlanganiswe le go se hwetsagale ga yona gantsi itimbuktu e tla diriswa bjalo ka seka sa amazwe tsa go se hwetsagale tsa go ba kgole,"{'No Speech': [{'start': 0, 'end': 32}, {'start': 51680, 'end': 54816}, {'start': 66528, 'end': 80928}, {'start': 122336, 'end': 127520}, {'start': 142816, 'end': 144416}, {'start': 156128, 'end': 158240}, {'start': 179168, 'end': 199321}]}","{'Northern-Sotho': [{'start': 0, 'end': 12818}, {'start': 55437, 'end': 69858}, {'start': 110555, 'end': 121130}], 'Zulu': [{'start': 0, 'end': 0}, {'start': 12818, 'end': 55437}, {'start': 69858, 'end': 110555}, {'start': 121130, 'end': 199321}]}",12.46
/your/path/to/generated/cs/samples/by/unicom/1536_Northern-Sotho_Zulu_(Northern-Sotho).wav,iziphathimandla ba selegae ba tsebiša abahlali ka gare ga tikologo ya pholante go dula ka gae go tima didirišwa tša go ntšha moya le go se nwe amanzi ompompi,iziphathimandla ba selegae ba tsebisa abahlali ka gare ga tikologo ya pholante go dula ka gae go tima didiriswa tsa go ntsha moya le go se nwe amanzi ompompi,"{'No Speech': [{'start': 0, 'end': 32}, {'start': 60384, 'end': 61984}, {'start': 95712, 'end': 97312}, {'start': 115168, 'end': 118816}, {'start': 161760, 'end': 170016}, {'start': 202208, 'end': 208928}, {'start': 271328, 'end': 297216}]}","{'Northern-Sotho': [{'start': 0, 'end': 22744}, {'start': 62465, 'end': 79442}, {'start': 243772, 'end': 269718}], 'Zulu': [{'start': 0, 'end': 0}, {'start': 22744, 'end': 62465}, {'start': 79442, 'end': 243772}, {'start': 269718, 'end': 297216}]}",18.58
/your/path/to/generated/cs/samples/by/unicom/1537_Northern-Sotho_Zulu_(Zulu).wav,ungabona meago enxantathu ebumnyameni futhi kgona go e bona lapho kuthulile ngaphambi kokuqala kombukiso,ungabona meago enxantathu ebumnyameni futhi kgona go e bona lapho kuthulile ngaphambi kokuqala kombukiso,"{'No Speech': [{'start': 0, 'end': 13344}, {'start': 134112, 'end': 151580}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 21806, 'end': 28220}, {'start': 60930, 'end': 76964}], 'Zulu': [{'start': 0, 'end': 21806}, {'start': 28220, 'end': 60930}, {'start': 76964, 'end': 151580}]}",9.47
/your/path/to/generated/cs/samples/by/unicom/1538_Northern-Sotho_Zulu_(Zulu).wav,kgogego ephakathi kwepoint marion nefairmont yenza izimo zokushayela ezinzima kakhulu marageng omkhulu wasebuffalopittsburgh odlula njalo kgakala ezingenabantu zasemahlathini,kgogego ephakathi kwepoint marion nefairmont yenza izimo zokushayela ezinzima kakhulu marageng omkhulu wasebuffalopittsburgh odlula njalo kgakala ezingenabantu zasemahlathini,"{'No Speech': [{'start': 0, 'end': 1056}, {'start': 50656, 'end': 58912}, {'start': 122848, 'end': 126496}, {'start': 185824, 'end': 188448}, {'start': 207840, 'end': 233129}]}","{'Northern-Sotho': [{'start': 0, 'end': 7690}, {'start': 95160, 'end': 107976}, {'start': 165328, 'end': 165328}], 'Zulu': [{'start': 0, 'end': 0}, {'start': 7690, 'end': 95160}, {'start': 107976, 'end': 165328}, {'start': 165328, 'end': 233129}]}",14.57
/your/path/to/generated/cs/samples/by/unicom/1539_Northern-Sotho_Zulu_(Zulu).wav,amalungu weqembu eliyingxenye yesiko avamise laetša boleloko bawo ngokusebenzisa mokgwa esihlukile nesimelela okuthile esihlanganisa imfashini ukuziphatha kanye nendlela yokukhuluma,amalungu weqembu eliyingxenye yesiko avamise laetsa boleloko bawo ngokusebenzisa mokgwa esihlukile nesimelela okuthile esihlanganisa imfashini ukuziphatha kanye nendlela yokukhuluma,"{'No Speech': [{'start': 0, 'end': 18464}, {'start': 30176, 'end': 31776}, {'start': 126432, 'end': 129056}, {'start': 155104, 'end': 162336}, {'start': 218592, 'end': 238702}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 75616, 'end': 81383}, {'start': 82344, 'end': 89073}, {'start': 105093, 'end': 109900}], 'Zulu': [{'start': 0, 'end': 75616}, {'start': 81383, 'end': 82344}, {'start': 89073, 'end': 105093}, {'start': 109900, 'end': 238702}]}",14.92
/your/path/to/generated/cs/samples/by/unicom/1540_Northern-Sotho_Zulu_(Northern-Sotho).wav,ka molao tibetan buddhism e bonolo kudu e na le ikundalini yoga ukuzindla ga go itheeletša le tsela ya go gokara lerato ka moka,ka molao tibetan buddhism e bonolo kudu e na le ikundalini yoga ukuzindla ga go itheeletsa le tsela ya go gokara lerato ka moka,"{'No Speech': [{'start': 0, 'end': 31264}, {'start': 91104, 'end': 104480}, {'start': 135136, 'end': 150560}, {'start': 174560, 'end': 178208}, {'start': 193504, 'end': 200224}, {'start': 219616, 'end': 228384}, {'start': 250848, 'end': 257056}, {'start': 269792, 'end': 311891}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 114391, 'end': 133296}, {'start': 151880, 'end': 163736}], 'Zulu': [{'start': 0, 'end': 114391}, {'start': 133296, 'end': 151880}, {'start': 163736, 'end': 311891}]}",19.49
/your/path/to/generated/cs/samples/by/unicom/1541_Northern-Sotho_Zulu_(Northern-Sotho).wav,dikhamphani tša go romela di lefelwa gabotse go aba impahla ka lebelo gantši nako e bohlokwa kudu le ditokomane thoto goba diripa tša tlaleletšo go lokišwa ka tšhoganetšo,dikhamphani tsa go romela di lefelwa gabotse go aba impahla ka lebelo gantsi nako e bohlokwa kudu le ditokomane thoto goba diripa tsa tlaleletso go lokiswa ka tshoganetso,"{'No Speech': [{'start': 0, 'end': 27168}, {'start': 65504, 'end': 68128}, {'start': 92128, 'end': 104480}, {'start': 136672, 'end': 140320}, {'start': 187360, 'end': 189472}, {'start': 201184, 'end': 212512}, {'start': 237536, 'end': 239648}, {'start': 248800, 'end': 254496}, {'start': 272864, 'end': 281632}, {'start': 307168, 'end': 315424}, {'start': 329696, 'end': 355730}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 113068, 'end': 122037}], 'Zulu': [{'start': 0, 'end': 113068}, {'start': 122037, 'end': 355730}]}",22.23
/your/path/to/generated/cs/samples/by/unicom/1543_Northern-Sotho_Zulu_(Zulu).wav,isiguli sasenirgeria lapho kubikwe ukuba twatši kwegciwane ebola,isiguli sasenirgeria lapho kubikwe ukuba twatsi kwegciwane ebola,"{'No Speech': [{'start': 0, 'end': 19488}, {'start': 47072, 'end': 56864}, {'start': 105952, 'end': 134305}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 75372, 'end': 81465}, {'start': 96860, 'end': 103595}], 'Zulu': [{'start': 0, 'end': 75372}, {'start': 81465, 'end': 96860}, {'start': 103595, 'end': 134305}]}",8.39
/your/path/to/generated/cs/samples/by/unicom/1545_Northern-Sotho_Zulu_(Zulu).wav,ukhari ungaba manzi noma oma kuya ngesikali sselwa,ukhari ungaba manzi noma oma kuya ngesikali sselwa,"{'No Speech': [{'start': 0, 'end': 20000}, {'start': 36832, 'end': 39456}, {'start': 61920, 'end': 64544}, {'start': 73696, 'end': 75296}, {'start': 99296, 'end': 114986}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 35930, 'end': 35930}, {'start': 49404, 'end': 56141}], 'Zulu': [{'start': 0, 'end': 35930}, {'start': 35930, 'end': 49404}, {'start': 56141, 'end': 114986}]}",7.19
/your/path/to/generated/cs/samples/by/unicom/1547_Northern-Sotho_Zulu_(Zulu).wav,inhk ibike nokuthi isifunda sesikhungo samandla wenuzi ikashiwazaki karawa niigata besisebenza ngokuvamile,inhk ibike nokuthi isifunda sesikhungo samandla wenuzi ikashiwazaki karawa niigata besisebenza ngokuvamile,"{'No Speech': [{'start': 0, 'end': 17952}, {'start': 67552, 'end': 70176}, {'start': 105952, 'end': 109600}, {'start': 146400, 'end': 154656}, {'start': 169440, 'end': 177696}, {'start': 210912, 'end': 213024}, {'start': 232928, 'end': 241184}, {'start': 256480, 'end': 270652}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 155702, 'end': 166915}], 'Zulu': [{'start': 0, 'end': 155702}, {'start': 166915, 'end': 270652}]}",16.92
/your/path/to/generated/cs/samples/by/unicom/1548_Northern-Sotho_Zulu_(Northern-Sotho).wav,ge o letšetša motho yo mongwe yo a lego kgole ga di mile tše diketekete o usebenzisa isiphuphutheki,ge o letsetsa motho yo mongwe yo a lego kgole ga di mile tse diketekete o usebenzisa isiphuphutheki,"{'No Speech': [{'start': 0, 'end': 16928}, {'start': 63968, 'end': 66080}, {'start': 95712, 'end': 103456}, {'start': 154592, 'end': 175543}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 105742, 'end': 122405}, {'start': 123687, 'end': 153487}], 'Zulu': [{'start': 0, 'end': 105742}, {'start': 122405, 'end': 123687}, {'start': 153487, 'end': 175543}]}",10.97
/your/path/to/generated/cs/samples/by/unicom/1549_Northern-Sotho_Zulu_(Zulu).wav,le mibono šišinya ukuthi batho banezidingo ezithile kanyenoma izifiso eziye zavalelwa hlogo njengoba zikhulela ekubeni zindala,le mibono sisinya ukuthi batho banezidingo ezithile kanyenoma izifiso eziye zavalelwa hlogo njengoba zikhulela ekubeni zindala,"{'No Speech': [{'start': 0, 'end': 24096}, {'start': 87008, 'end': 90144}, {'start': 122336, 'end': 132640}, {'start': 171488, 'end': 190961}]}","{'Northern-Sotho': [{'start': 0, 'end': 0}, {'start': 36860, 'end': 47758}, {'start': 54489, 'end': 63143}, {'start': 121479, 'end': 121479}], 'Zulu': [{'start': 0, 'end': 36860}, {'start': 47758, 'end': 54489}, {'start': 63143, 'end': 121479}, {'start': 121479, 'end': 190961}]}",11.94
